einzelplan;einzelplan-text;einnahmen-ausgaben;einnahmen-ausgaben-art;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll;titelgruppe;tgr-text
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;45104;011;Verpflegungszuschüsse für Bedienstete der Verwaltung des Deutschen Bundestages bei Sitzungen des Plenums, der Ausschüsse, der Fraktionen und anderer Gremien;ja;23;12;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;45301;011;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;24;320;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;51101;011;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;24;12089;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;51401;011;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;24;623;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;51701;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;25;46068;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;51801;011;Mieten und Pachten;ja;25;12715;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;51901;011;Unterhaltung der Grundstücke und baulichen Anlagen;ja;25;13118;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;52501;011;Aus- und Fortbildung;ja;26;725;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;52603;011;Ausgaben für parlamentarische Gremien;ja;26;1490;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;52605;011;Ausgaben für die Kommission nach Art. 10 des Grundgesetzes und das Parlamentarische Kontrollgremium;ja;26;182;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;52606;011;Ausgaben für die Kommission nach dem Standortauswahlgesetz;ja;26;3000;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;52701;011;Dienstreisen;ja;27;1000;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;53102;011;Besucherdienst;ja;27;7473;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;53105;011;Ausgaben für die historische Ausstellung und weitere Ausstellungen;ja;27;694;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;53106;011;Ausgaben für Veranstaltungen im Parlamentsviertel;ja;28;1381;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;53201;011;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;28;1631;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;53204;011;Ausgaben für außeramtliche Übersetzungs- und Dolmetschertätigkeit;ja;28;1352;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;53205;011;Ausgaben für das zeitgeschichtliche Archiv des Deutschen Bundestages;ja;28;310;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;53206;011;Ausgaben zur Förderung der zwischenstaatlichen Zusammenarbeit;ja;28;1987;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;53999;011;Vermischte Verwaltungsausgaben;ja;29;1490;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;71101;011;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;29;1197;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;71201;011;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;29;3650;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;81101;011;Erwerb von Fahrzeugen;ja;30;100;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;81201;011;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;30;16748;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;81202;011;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;30;1144;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;81203;011;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zur Verbesserung der Arbeitsmöglichkeiten für Abgeordnete und Gremien des Deutschen Bundestages;ja;31;2140;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;81204;011;Erwerb zeitgenössischer Kunstwerke;ja;31;275;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;81206;011;Beschaffung und Einrichtung von Fernmeldeanlagen u. Ä. für Abgeordnete sowie für den Wehrbeauftragten des Deutschen Bundestages;ja;31;650;;
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;42891;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;32;1409;09;Kosten der Kindertagesstätte
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;51791;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;32;165;09;Kosten der Kindertagesstätte
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;51991;011;Unterhaltung der Grundstücke und baulichen Anlagen;ja;32;58;09;Kosten der Kindertagesstätte
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;54791;011;Nicht aufteilbare sächliche Verwaltungsausgaben;ja;32;130;09;Kosten der Kindertagesstätte
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;42759;011;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;33;185;56;Ausgaben für die Informationstechnik der Mitglieder des Deutschen Bundestages
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;51156;011;Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung;ja;33;3229;56;Ausgaben für die Informationstechnik der Mitglieder des Deutschen Bundestages
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;51856;011;Miete für Datenverarbeitungsanlagen, Geräte, Ausstattungs- und Ausrüstungsgegenstände, Maschinen, Software;ja;33;0;56;Ausgaben für die Informationstechnik der Mitglieder des Deutschen Bundestages
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;52556;011;Aus- und Fortbildung;ja;33;310;56;Ausgaben für die Informationstechnik der Mitglieder des Deutschen Bundestages
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;53251;011;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;33;11497;56;Ausgaben für die Informationstechnik der Mitglieder des Deutschen Bundestages
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;71156;011;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;34;324;56;Ausgaben für die Informationstechnik der Mitglieder des Deutschen Bundestages
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;71256;011;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;34;8494;56;Ausgaben für die Informationstechnik der Mitglieder des Deutschen Bundestages
02;Deutscher Bundestag;A;;0212;Deutscher Bundestag;81252;011;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;34;4218;56;Ausgaben für die Informationstechnik der Mitglieder des Deutschen Bundestages
02;Deutscher Bundestag;E;Verwaltungseinnahmen;0213;Der Wehrbeauftragte des Deutschen Bundestages;11999;011;Vermischte Einnahmen; ;37;1;;
02;Deutscher Bundestag;E;Verwaltungseinnahmen;0213;Der Wehrbeauftragte des Deutschen Bundestages;13201;011;Erlöse aus der Veräußerung von beweglichen Sachen; ;37;0;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;42101;011;Bezüge des Wehrbeauftragten;ja;37;175;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;42201;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;38;2021;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;42202;011;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;38;43;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;42709;011;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;38;0;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;42801;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;38;1666;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;45301;011;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;38;2;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;51701;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;38;215;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;51901;011;Unterhaltung der Grundstücke und baulichen Anlagen;ja;38;141;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;52701;011;Dienstreisen;ja;39;140;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;53999;011;Vermischte Verwaltungsausgaben;ja;39;81;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;54501;011;Konferenzen, Tagungen, Messen und Ausstellungen;ja;39;15;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;81101;011;Erwerb von Fahrzeugen;ja;39;0;;
02;Deutscher Bundestag;A;;0213;Der Wehrbeauftragte des Deutschen Bundestages;81201;011;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;39;33;;
02;Deutscher Bundestag;A;Personalausgaben;0214;Bundesversammlung;41101;011;Entschädigung der Mitglieder der Bundesversammlung gem. § 12 des Gesetzes über die Wahl des Bundespräsidenten vom 25. April 1959;nein;42;0;;
02;Deutscher Bundestag;A;Personalausgaben;0214;Bundesversammlung;41102;011;Unfallversicherung für die von den Volksvertretungen der Länder gewählten Mitglieder der Bundesversammlung;nein;42;0;;
02;Deutscher Bundestag;A;Personalausgaben;0214;Bundesversammlung;42709;011;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;nein;42;0;;
02;Deutscher Bundestag;A;Sächliche Verwaltungsausgaben;0214;Bundesversammlung;53999;011;Vermischte Verwaltungsausgaben;nein;42;0;;
02;Deutscher Bundestag;A;Sächliche Verwaltungsausgaben;0214;Bundesversammlung;54201;013;Öffentlichkeitsarbeit;nein;42;0;;
02;Deutscher Bundestag;A;Personalausgaben;0215;Mitglieder des Europäischen Parlaments;41101;011;Entschädigung nach § 9 Europaabgeordnetengesetz;nein;45;711;;
02;Deutscher Bundestag;A;Personalausgaben;0215;Mitglieder des Europäischen Parlaments;41104;011;Zuschuss zu den Kosten in Krankheits-﻿, Pflege- und Geburtsfällen sowie Unterstützungen nach § 11 Europaabgeordnetengesetz;nein;45;560;;
02;Deutscher Bundestag;A;Personalausgaben;0215;Mitglieder des Europäischen Parlaments;41105;011;Übergangsgeld für ausgeschiedene Mitglieder des Europäischen Parlaments nach § 10 b Europaabgeordnetengesetz;nein;45;160;;
02;Deutscher Bundestag;A;Personalausgaben;0215;Mitglieder des Europäischen Parlaments;41111;011;Überbrückungsgeld/Sterbegeld an Hinterbliebene nach § 10 b Europaabgeordnetengesetz;nein;45;10;;
02;Deutscher Bundestag;A;Personalausgaben;0215;Mitglieder des Europäischen Parlaments;41112;011;Altersentschädigung an ausgeschiedene Mitglieder des Europäischen Parlaments sowie Hinterbliebenenversorgung nach § 10 b Europaabgeordnetengesetz;nein;46;4720;;
02;Deutscher Bundestag;A;Personalausgaben;0215;Mitglieder des Europäischen Parlaments;41113;011;Versorgungsabfindung nach § 10 b Europaabgeordnetengesetz;nein;46;50;;
02;Deutscher Bundestag;A;Personalausgaben;0215;Mitglieder des Europäischen Parlaments;41116;011;Reisekostenvergütungen für Mandatsreisen nach § 10 Europaabgeordnetengesetz;nein;46;10;;
02;Deutscher Bundestag;A;Personalausgaben;0215;Mitglieder des Europäischen Parlaments;41117;011;Inanspruchnahme von Leistungen des Deutschen Bundestages nach § 10 a Europaabgeordnetengesetz;nein;46;100;;
02;Deutscher Bundestag;A;Personalausgaben;0215;Mitglieder des Europäischen Parlaments;41120;011;Kostenerstattung an die Deutsche Bahn für die Benutzung ihrer Verkehrsmittel durch die deutschen Mitglieder des Europäischen Parlaments;nein;47;325;;
03;Bundesrat;E;Übrige Einnahmen;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;28209;011;Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen; ;6;0;;
03;Bundesrat;E;Übrige Einnahmen;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7; ;6;0;;
03;Bundesrat;E;Übrige Einnahmen;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;11957;018;Vermischte Einnahmen; ;6;0;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
03;Bundesrat;E;Übrige Einnahmen;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;23257;018;Beteiligung an den Versorgungslasten des Bundes; ;6;31;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
03;Bundesrat;A;Sächliche Verwaltungsausgaben;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;52901;011;Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen;nein;6;38;;
03;Bundesrat;A;Sächliche Verwaltungsausgaben;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;54201;013;Öffentlichkeitsarbeit;nein;7;671;;
03;Bundesrat;A;Sächliche Verwaltungsausgaben;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;54709;011;Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden;nein;7;0;;
03;Bundesrat;A;Besondere Finanzierungsausgaben;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;7;0;;
03;Bundesrat;A;Besondere Finanzierungsausgaben;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;43257;018;Versorgungsbezüge;nein;8;2250;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
03;Bundesrat;A;Besondere Finanzierungsausgaben;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;43457;018;Zuführung an die Versorgungsrücklage;nein;8;78;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
03;Bundesrat;A;Besondere Finanzierungsausgaben;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44357;018;Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften;nein;8;0;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
03;Bundesrat;A;Besondere Finanzierungsausgaben;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44657;018;Beihilfen aufgrund der Beihilfevorschriften;nein;8;573;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
03;Bundesrat;A;Besondere Finanzierungsausgaben;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;45357;018;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;nein;8;0;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
03;Bundesrat;A;Besondere Finanzierungsausgaben;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;63257;018;Erstattungen des Bundes für Versorgungslasten;nein;8;0;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
03;Bundesrat;A;;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;42401;011;Zuführung an die Versorgungsrücklage;ja;8;100;;
03;Bundesrat;A;;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44101;840;Beihilfen aufgrund der Beihilfevorschriften;ja;8;250;;
03;Bundesrat;A;;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44301;840;Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften;ja;8;18;;
03;Bundesrat;A;;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;45202;223;Unfallversicherung Bund und Bahn;ja;8;24;;
03;Bundesrat;A;;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;52601;011;Gerichts- und ähnliche Kosten;ja;9;125;;
03;Bundesrat;A;;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;52602;011;Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen;ja;9;26;;
03;Bundesrat;A;;0311;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;63403;011;Zuweisungen an den Versorgungsfonds;ja;9;103;;
03;Bundesrat;E;Verwaltungseinnahmen;0312;Bundesrat;11101;011;Gebühren, sonstige Entgelte; ;11;0;;
03;Bundesrat;E;Verwaltungseinnahmen;0312;Bundesrat;11901;011;Einnahmen aus Veröffentlichungen; ;11;0;;
03;Bundesrat;E;Verwaltungseinnahmen;0312;Bundesrat;11999;011;Vermischte Einnahmen; ;11;3;;
03;Bundesrat;E;Verwaltungseinnahmen;0312;Bundesrat;12401;011;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;11;35;;
03;Bundesrat;E;Übrige Einnahmen;0312;Bundesrat;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7; ;11;0;;
03;Bundesrat;A;Personalausgaben;0312;Bundesrat;41101;011;Aufwandsentschädigung für die Präsidentin/den Präsidenten des Bundesrates;nein;11;13;;
03;Bundesrat;A;Personalausgaben;0312;Bundesrat;41102;011;Fahrtkosten, Kostenpauschale, Reisekosten nach den Bestimmungen über die Kostenerstattung für Mitglieder des Bundesrates;nein;11;1250;;
03;Bundesrat;A;Sächliche Verwaltungsausgaben;0312;Bundesrat;51802;165;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;12;120;;
03;Bundesrat;A;Sächliche Verwaltungsausgaben;0312;Bundesrat;53204;011;Kostenbeiträge für Besuchergruppen;nein;12;1250;;
03;Bundesrat;A;Sächliche Verwaltungsausgaben;0312;Bundesrat;53206;011;Förderung von publizistischen Arbeiten zu Fragen des Föderalismus;nein;12;0;;
03;Bundesrat;A;Zuweisungen und Zuschüsse (ohne Investitionen);0312;Bundesrat;68701;011;Beiträge an internationale Organisationen und für parlamentarische und interparlamentarische Vereinigungen;nein;12;200;;
03;Bundesrat;A;Besondere Finanzierungsausgaben;0312;Bundesrat;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;13;0;;
03;Bundesrat;A;;0312;Bundesrat;42201;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;13;5753;;
03;Bundesrat;A;;0312;Bundesrat;42202;011;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;13;146;;
03;Bundesrat;A;;0312;Bundesrat;42709;011;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;13;334;;
03;Bundesrat;A;;0312;Bundesrat;42801;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;13;4706;;
03;Bundesrat;A;;0312;Bundesrat;45301;011;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;13;35;;
03;Bundesrat;A;;0312;Bundesrat;45909;011;Vermischte Personalausgaben;ja;13;3;;
03;Bundesrat;A;;0312;Bundesrat;51101;011;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;13;2220;;
03;Bundesrat;A;;0312;Bundesrat;51701;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;13;1818;;
03;Bundesrat;A;;0312;Bundesrat;51901;011;Unterhaltung der Grundstücke und baulichen Anlagen;ja;13;970;;
